Ind,source_id,ref_epoch,ra,ra_error,decl,dec_error,parallax,parallax_error,parallax_over_error,frac_para_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_obs_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,visibility_periods_used,phot_g_n_obs,phot_g_mean_flux,phto_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_G,G_rp,radial_velocity,radial_velocity_error,l,b,ecl_lat,ecl_lon,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,radius_val,radius_percentile_upper,radius_percentile_lower,lum_val,lum_percentile_upper,lum_percentile_lower,dist.c,fwhm_lo.c,fwhm_hi.c,sd.c,teff_val.c,sptype.c,project,name
80563,5057376119059920384,2015.5,52.9414,0.0190786,-28.3741,0.0320307,14.1117,0.0396068,356.296,0.00280666,64.9118,0.0430614,-31.3546,0.0613576,537.0,1046.34,0.219422,12.005,18.0,568.0,21625.3,5.85059,3696.27,14.851,16.1934,13.7094,2.48398,1.34242,1.14156,0.0,0.0,224.501,-54.6705,-45.6686,40.6442,100001.0,3493.33,3354.0,3944.02,0.047,0.0199,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,70.8641,70.6307,71.099,0.198883,0.0,M2.5V,LADUMA,LADUMA
81506,5057486860496451840,2015.5,53.1755,0.0118481,-27.9505,0.0198646,14.0525,0.0254658,551.817,0.0018122,100.768,0.0298307,66.8515,0.0419542,724.0,1497.58,0.168505,15.7244,18.0,775.0,80811.0,27.6633,2921.24,13.4197,14.5784,12.3572,2.22124,1.15873,1.06251,15.0625,0.699887,223.828,-54.4069,-45.3409,41.1272,100001.0,3991.11,3776.2,4160.17,0.049,0.014,0.106,0.0,0.0,0.0,0.0,0.0,0.0,71.1624,71.0109,71.3145,0.128952,0.0,K8V,LADUMA,LADUMA
100299,5057325404086137984,2015.5,53.248,0.0122254,-28.4649,0.019216,13.0726,0.0261854,499.233,0.00200307,-46.2362,0.0282352,-74.3538,0.0418999,451.0,719.091,0.116087,5.02223,18.0,477.0,57615.4,11.9453,4823.27,13.787,14.8785,12.7555,2.12307,1.0915,1.03157,0.0,0.0,224.719,-54.4154,-45.8462,40.9628,100001.0,3989.33,3688.18,4293.5,0.1458,0.007,0.338,0.0,0.0,0.0,0.0,0.0,0.0,76.4965,76.3165,76.6773,0.153219,0.0,K8V,LADUMA,LADUMA
118932,5057422161109154688,2015.5,53.4269,0.0238661,-28.2901,0.0395851,12.3064,0.0507956,242.274,0.00412756,31.4756,0.0634927,34.0494,0.0976361,468.0,907.672,0.275899,12.0482,18.0,509.0,11928.6,4.58506,2601.63,15.4969,16.914,14.3235,2.59058,1.41716,1.17342,0.0,0.0,224.458,-54.2357,-45.7355,41.2604,100001.0,3735.9,3265.75,4275.7,0.007,0.0,0.1931,0.0,0.0,0.0,0.0,0.0,0.0,81.2609,80.8679,81.6578,0.335408,0.0,M1V,LADUMA,LADUMA
185138,5057379142716889984,2015.5,53.0052,0.0155629,-28.2756,0.0267897,10.512,0.0329849,318.692,0.00313782,43.6647,0.0381369,-7.23092,0.0549403,584.0,1228.01,0.212422,14.6175,19.0,616.0,31836.2,6.65944,4780.6,14.4311,15.6833,13.3249,2.35845,1.25227,1.10617,0.0,0.0,224.346,-54.6015,-45.5953,40.7679,100002.0,3573.38,3410.0,3976.58,0.3067,0.1809,0.4581,0.0,0.0,0.0,0.0,0.0,0.0,95.1308,94.7806,95.4836,0.298494,0.0,M2V,LADUMA,LADUMA
449775,5057380448386953728,2015.5,52.8903,0.025965,-28.285,0.0463155,7.59914,0.0600739,126.496,0.00790536,23.5184,0.0619463,1.54002,0.0946972,562.0,866.953,0.256295,6.84433,19.0,605.0,6777.66,2.79729,2422.94,16.1107,17.5638,14.9242,2.63956,1.45311,1.18645,0.0,0.0,224.338,-54.703,-45.5695,40.6275,100001.0,3772.52,3398.64,4000.53,0.0215,0.0156,0.2416,0.0,0.0,0.0,0.0,0.0,0.0,131.61,130.396,132.846,1.04061,0.0,M0.5V,LADUMA,LADUMA
1042605,5057488475404146304,2015.5,53.3064,0.0297205,-27.8444,0.0486219,5.49191,0.0645399,85.0932,0.0117518,6.86092,0.0764342,49.4295,0.104317,692.0,934.814,0.266414,6.00344,19.0,736.0,4358.09,1.75204,2487.43,16.5901,18.0236,15.4047,2.61888,1.43346,1.18542,0.0,0.0,223.677,-54.2769,-45.2801,41.333,100001.0,3584.27,3238.25,3908.77,0.232,0.1757,0.6051,0.0,0.0,0.0,0.0,0.0,0.0,182.133,179.646,184.689,2.14145,0.0,M2V,LADUMA,LADUMA
1068256,5057476380776254592,2015.5,53.1723,0.0386698,-28.0473,0.0605806,5.43846,0.0784188,69.3515,0.0144193,-5.29404,0.100955,-148.206,0.133414,609.0,787.267,0.247729,3.11753,17.0,653.0,2991.42,1.67326,1787.78,16.9987,18.4235,15.819,2.60451,1.42483,1.17968,0.0,0.0,223.992,-54.4237,-45.4309,41.0766,100001.0,3678.0,3341.75,4044.87,0.1175,0.0319,0.2303,0.0,0.0,0.0,0.0,0.0,0.0,183.947,180.874,187.125,2.65445,0.0,M1V,LADUMA,LADUMA
1246026,5057430544885308544,2015.5,53.5081,0.0552955,-28.1664,0.0904394,5.10963,0.112376,45.469,0.021993,35.7235,0.137775,24.8755,0.208571,479.0,726.264,0.471822,6.52411,18.0,513.0,2064.34,1.51145,1365.81,17.4014,19.0086,16.1585,2.8501,1.60714,1.24295,0.0,0.0,224.266,-54.1475,-45.6434,41.4168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.885,190.934,201.099,4.31634,3829.85,M0.5V,LADUMA,LADUMA
1315560,5057494144760948224,2015.5,52.8411,0.00951514,-28.0111,0.0163566,4.99695,0.0213056,234.536,0.00426373,24.0558,0.0249834,-0.55228,0.038787,675.0,573.11,0.0,0.0,18.0,719.0,44612.8,6.17463,7225.18,14.0647,14.8492,13.2016,1.64762,0.78447,0.863149,0.0,0.0,223.858,-54.7079,-45.2973,40.7029,100002.0,4405.32,4259.0,4618.65,0.115,0.0,0.5071,0.527098,0.563939,0.479531,0.0942735,0.0953447,0.0932022,200.129,199.129,201.139,0.853295,0.0,K5V,LADUMA,LADUMA
1335319,5057475487423061120,2015.5,53.1658,0.0132133,-28.1211,0.0219729,4.96571,0.0291066,170.604,0.00586151,-11.5913,0.0347183,-25.8537,0.0475753,603.0,1405.88,0.0,0.0,18.0,604.0,1303690.0,256.385,5084.89,10.4004,10.659,10.0089,0.650173,0.258603,0.39157,-11.4497,0.404396,224.116,-54.4399,-45.4983,41.0331,100001.0,6346.0,6221.0,6554.33,0.158,0.017,0.29,1.18389,1.23194,1.10983,2.04794,2.06739,2.0285,201.394,200.013,202.794,1.18055,0.0,F6V,LADUMA,LADUMA
1611387,5057330729845529984,2015.5,53.0839,0.0226069,-28.3581,0.0368337,4.59198,0.0485864,94.5116,0.0105807,40.7915,0.0552684,58.1733,0.080819,491.0,641.74,0.164609,3.35635,18.0,539.0,8667.53,3.30497,2622.57,15.8436,16.9781,14.7798,2.19825,1.13444,1.06381,0.0,0.0,224.503,-54.5441,-45.6965,40.8207,100001.0,4163.75,3610.33,4894.11,0.0335,0.014,0.106,0.0,0.0,0.0,0.0,0.0,0.0,217.816,215.135,220.564,2.30552,0.0,K6.5V,LADUMA,LADUMA
1686537,5057431949337967104,2015.5,53.5098,0.0254199,-28.1027,0.037509,4.50424,0.049588,90.8332,0.0110092,-4.64668,0.0660142,-15.7317,0.0895102,298.0,974.248,0.120606,7.78053,15.0,297.0,1926840.0,739.203,2606.65,9.97625,10.1953,9.64282,0.552484,0.219059,0.333425,-6.50915,0.7608,224.159,-54.1369,-45.584,41.4495,100001.0,6883.42,6677.2,7048.8,0.187,0.0179,0.613,1.34889,1.4335,1.28634,3.68016,3.73597,3.62434,222.063,219.22,224.98,2.44575,0.0,F2V,LADUMA,LADUMA
1727829,5057474078673793280,2015.5,53.0792,0.008268,-28.1546,0.0149018,4.45833,0.0179206,248.782,0.00401958,47.596,0.0199809,-12.4965,0.0308653,556.0,458.753,0.0,1.7329e-15,19.0,560.0,109247.0,19.7741,5524.73,13.0923,13.6353,12.4173,1.21804,0.542989,0.675052,60.3777,1.10206,224.155,-54.5202,-45.5039,40.9144,100001.0,4997.0,4828.0,5235.0,0.133,0.0603,0.234,0.653415,0.69996,0.595352,0.239833,0.242548,0.237119,224.306,223.249,225.372,0.901605,0.0,K2.5V,LADUMA,LADUMA
1728290,5057313549976401920,2015.5,53.2613,0.0419961,-28.4907,0.0650232,4.45784,0.0904556,49.2821,0.0202913,-10.7521,0.0986888,6.78053,0.147162,450.0,558.899,0.172506,1.08155,17.0,479.0,2605.49,1.84461,1412.49,17.1486,18.6249,15.9545,2.6704,1.47623,1.19417,0.0,0.0,224.765,-54.4073,-45.8745,40.9659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.493,219.249,229.994,4.56254,3714.41,M1V,LADUMA,LADUMA
1735365,5057324819970589568,2015.5,53.1899,0.0418544,-28.5125,0.06623,4.45009,0.0832145,53.4773,0.0186995,1.08371,0.0886849,26.3186,0.131342,411.0,4588.81,0.573457,103.994,18.0,453.0,52477.5,14.7663,3553.86,13.8884,14.77,12.9685,1.80149,0.881595,0.919899,0.0,0.0,224.788,-54.4724,-45.8736,40.8704,100001.0,4156.64,3924.02,4616.56,1.3577,1.1089,1.645,0.768152,0.861922,0.622721,0.158693,0.16487,0.152515,224.859,220.011,229.926,4.21041,0.0,K6.5V,LADUMA,LADUMA
1889870,5057487788209384192,2015.5,53.2414,0.0271629,-27.8979,0.044742,4.2906,0.0587933,72.9778,0.0137028,87.9162,0.0691515,41.1426,0.0989669,677.0,874.34,0.204731,3.94314,18.0,718.0,5154.33,1.97583,2608.68,16.4079,17.5575,15.3372,2.22025,1.14956,1.07069,0.0,0.0,223.753,-54.3416,-45.3111,41.2304,100001.0,3802.11,3508.67,4346.54,0.189,0.007,0.4111,0.0,0.0,0.0,0.0,0.0,0.0,233.147,229.444,236.973,3.19695,0.0,M0.5V,LADUMA,LADUMA
1995705,5057330145729974528,2015.5,53.1277,0.0188959,-28.3378,0.029554,4.19097,0.0386876,108.329,0.00923117,7.07593,0.0454961,55.1157,0.0663271,493.0,602.639,0.120752,2.04723,19.0,538.0,10208.0,3.0653,3330.18,15.666,16.6927,14.6586,2.03404,1.02666,1.00738,0.0,0.0,224.477,-54.5032,-45.6907,40.8824,100001.0,3910.71,3646.0,4503.74,0.1455,0.078,0.4342,0.0,0.0,0.0,0.0,0.0,0.0,238.645,236.079,241.268,2.20356,0.0,K9V,LADUMA,LADUMA
2028221,5057435527047323904,2015.5,53.451,0.0273624,-28.0402,0.0446819,4.16153,0.0557229,74.6825,0.01339,12.5469,0.0695706,-9.30636,0.106927,561.0,703.395,0.152078,1.87099,18.0,595.0,4843.47,2.21025,2191.36,16.4755,17.7116,15.3684,2.34327,1.23615,1.10711,0.0,0.0,224.041,-54.1792,-45.5077,41.41,100001.0,3431.0,3399.75,4201.99,0.3013,0.1439,0.4777,0.0,0.0,0.0,0.0,0.0,0.0,240.375,236.642,244.227,3.22071,0.0,M3V,LADUMA,LADUMA
2031232,5057400273955964800,2015.5,52.758,0.0185376,-28.051,0.0326373,4.15879,0.0423821,98.126,0.010191,51.1625,0.0468302,9.56451,0.0735236,679.0,833.39,0.0820069,1.07008,18.0,711.0,9290.09,3.48024,2669.38,15.7683,16.8682,14.7265,2.14165,1.09985,1.0418,0.0,0.0,223.908,-54.7862,-45.3097,40.5855,100001.0,3608.67,3582.0,3777.89,0.257,0.1613,0.4342,0.550395,0.558621,0.502192,0.046284,0.0473487,0.0452194,240.5,237.648,243.422,2.45177,0.0,M1.5V,LADUMA,LADUMA
2098677,5057488505467609856,2015.5,53.2279,0.0450129,-27.9004,0.0745807,4.09959,0.0936434,43.7787,0.0228422,-8.57528,0.103916,28.8871,0.14399,649.0,2240.79,0.532905,30.5601,18.0,694.0,6186.27,5.29387,1168.57,16.2098,17.1202,15.1364,1.98378,0.910391,1.07338,0.0,0.0,223.754,-54.3538,-45.3093,41.2132,102001.0,3836.67,3633.67,4406.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.159,237.756,250.917,5.58845,0.0,M0V,LADUMA,LADUMA
2195422,5057482496809678720,2015.5,53.269,0.0104856,-28.0167,0.0174701,4.01944,0.0226514,177.448,0.00563546,42.8547,0.0261757,-15.5103,0.0384727,581.0,511.981,0.0,0.0,18.0,628.0,39646.4,6.4555,6141.5,14.1929,14.9072,13.3869,1.52038,0.714376,0.806005,0.0,0.0,223.961,-54.3348,-45.4312,41.2058,100001.0,4343.0,4276.32,4624.61,0.324,0.1979,0.519,0.644769,0.665034,0.568635,0.133249,0.135199,0.131299,248.805,247.165,250.467,1.4022,0.0,K5.5V,LADUMA,LADUMA
2215619,5057485000774291072,2015.5,53.3103,0.0109956,-27.9078,0.0192858,4.00328,0.0255044,156.964,0.00637087,1.91473,0.0277129,-12.7708,0.0404047,674.0,683.397,0.0,0.0,16.0,707.0,29813.4,5.2978,5627.51,14.5023,15.3358,13.6153,1.7205,0.833478,0.887023,0.0,0.0,223.785,-54.2828,-45.341,41.3072,100001.0,4110.5,3999.67,4226.98,0.681,0.4379,0.9801,0.667171,0.704659,0.630908,0.114485,0.11633,0.112639,249.813,247.953,251.702,1.59167,0.0,K7V,LADUMA,LADUMA
2233395,5057379932990885504,2015.5,52.8035,0.0672015,-28.3501,0.120537,3.98921,0.1604,24.8705,0.0402084,36.1016,0.162947,0.891212,0.250814,531.0,642.723,0.290833,1.31955,18.0,565.0,1131.81,1.06912,1058.65,18.0539,19.499,16.8571,2.64189,1.44503,1.19686,0.0,0.0,224.432,-54.7876,-45.6044,40.4929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.415,240.005,263.966,10.1745,3697.48,M1V,LADUMA,LADUMA
2280438,5057428208423104640,2015.5,53.472,0.052711,-28.2527,0.0876699,3.9525,0.113547,34.8094,0.0287279,5.00048,0.14429,-42.2048,0.224243,487.0,601.249,0.303937,2.14732,17.0,535.0,1712.68,1.2165,1407.88,17.6042,19.0311,16.4023,2.62879,1.42694,1.20185,0.0,0.0,224.405,-54.1911,-45.7138,41.3321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.384,245.076,262.275,7.30285,3689.65,M1V,LADUMA,LADUMA
2419830,5057511938809222400,2015.5,53.3165,0.0599588,-27.8249,0.102071,3.84925,0.134472,28.6249,0.0349346,32.509,0.152249,-9.79549,0.210873,743.0,852.94,0.245555,1.09994,18.0,785.0,1039.8,0.912719,1139.23,18.146,19.4871,16.9753,2.51174,1.34107,1.17067,0.0,0.0,223.646,-54.2651,-45.2648,41.3544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.366,250.048,271.573,9.13986,3672.54,M1.5V,LADUMA,LADUMA
2433778,5057328290304117248,2015.5,52.9406,0.0405975,-28.4641,0.066473,3.83928,0.0841862,45.6047,0.0219276,2.09831,0.0944246,20.5855,0.133097,506.0,725.589,0.327704,4.87451,18.0,537.0,2873.52,1.76414,1628.85,17.0423,18.4828,15.8521,2.63072,1.44048,1.19024,0.0,0.0,224.655,-54.6832,-45.7529,40.599,100001.0,3882.09,3325.5,4183.02,0.4273,0.3109,0.825,0.0,0.0,0.0,0.0,0.0,0.0,260.692,254.123,267.61,5.72694,0.0,M0V,LADUMA,LADUMA
2497015,5057422775287889536,2015.5,53.3288,0.0465476,-28.2823,0.0887172,3.79482,0.112096,33.8533,0.0295392,-38.6026,0.128784,-13.8694,0.225901,440.0,518.586,0.227529,1.53992,16.0,473.0,2263.65,1.54843,1461.9,17.3013,18.4973,16.2159,2.28144,1.196,1.08544,0.0,0.0,224.425,-54.3202,-45.6989,41.1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.933,255.043,273.466,7.82312,3717.12,M1V,LADUMA,LADUMA
2917874,5057383575123140864,2015.5,52.8986,0.0355752,-28.1934,0.0620104,3.53282,0.0820426,43.0608,0.023223,40.1252,0.0939576,33.8093,0.152285,556.0,709.724,0.177056,1.64992,18.0,594.0,3293.65,1.83213,1797.72,16.8942,18.1398,15.7862,2.35352,1.24559,1.10793,0.0,0.0,224.183,-54.6832,-45.486,40.6821,100001.0,3419.5,3398.0,3830.54,0.031,0.0035,0.3656,0.0,0.0,0.0,0.0,0.0,0.0,283.334,275.783,291.311,6.59349,0.0,M3V,LADUMA,LADUMA
2927596,5057480710103288832,2015.5,53.0941,0.0166826,-27.9682,0.029499,3.52736,0.0362053,97.4266,0.0102641,17.341,0.0426087,18.0792,0.0640815,691.0,2484.95,0.0911107,7.39679,17.0,704.0,1093540.0,201.448,5428.41,10.5913,10.8827,10.1657,0.716925,0.291377,0.425548,41.8514,0.319743,223.84,-54.4806,-45.3331,41.0224,100001.0,6052.08,5992.7,6235.59,0.0,0.0,0.0,1.68381,1.71734,1.58616,3.42688,3.47989,3.37386,283.552,280.165,287.022,2.91141,0.0,F9V,LADUMA,LADUMA
270408,5057396803622389376,2015.5,52.817,0.038368,-28.0897,0.0680546,3.34669,0.0890042,37.6015,0.0265947,26.5358,0.0969583,-109.256,0.156184,703.0,776.444,0.133443,0.783803,19.0,737.0,2390.62,1.20208,1988.73,17.2421,18.3643,16.186,2.17835,1.12225,1.0561,0.0,0.0,223.988,-54.74,-45.3639,40.6363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.179,290.08,308.868,7.97826,3772.75,M0.5V,LADUMA,LADUMA
282259,5057476071538609408,2015.5,53.1923,0.0593839,-28.077,0.0948665,3.34091,0.125547,26.6109,0.0375785,12.6553,0.153522,-41.254,0.213644,547.0,770.975,0.434559,4.10997,18.0,592.0,1466.89,1.27895,1146.95,17.7724,19.2089,16.5622,2.64673,1.43653,1.2102,0.0,0.0,224.047,-54.4104,-45.4649,41.0859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.075,287.316,314.02,11.3389,3693.62,M1V,LADUMA,LADUMA
401237,5057377871406573056,2015.5,53.0037,0.00774158,-28.3269,0.0131665,3.28386,0.0159095,206.408,0.00484476,46.0653,0.0175846,-3.89366,0.0251615,547.0,423.173,0.0,0.0,19.0,581.0,110735.0,20.0669,5518.31,13.0777,13.5527,12.4647,1.08807,0.475095,0.61297,0.0,0.0,224.433,-54.6098,-45.6431,40.741,100001.0,4989.33,4894.0,5041.75,0.183,0.133,0.2661,0.896625,0.931897,0.878078,0.448835,0.455211,0.442459,304.532,302.805,306.279,1.47541,0.0,K2.5V,LADUMA,LADUMA
481863,5057481397298050688,2015.5,53.3163,0.0142799,-28.0592,0.0230395,3.24625,0.0287665,112.848,0.00886145,-6.52876,0.0346154,-6.79928,0.0509197,529.0,1356.67,0.151895,9.0938,18.0,573.0,58745.4,26.4768,2218.75,13.7659,14.3525,13.0322,1.32034,0.586574,0.733765,0.0,0.0,224.043,-54.2996,-45.4852,41.2413,100001.0,4841.5,4495.0,4979.42,0.503,0.293,0.7255,0.714241,0.8286,0.675223,0.252524,0.258012,0.247037,308.091,304.909,311.34,2.73076,0.0,K3V,LADUMA,LADUMA
486239,5057324888690066048,2015.5,53.1874,0.0384412,-28.5042,0.0585681,3.2443,0.0814622,39.8258,0.0251093,-21.1608,0.0841744,-1.43857,0.12362,422.0,449.776,0.0,3.94613e-15,18.0,457.0,2921.13,1.75038,1668.85,17.0245,18.1247,15.9794,2.14525,1.10017,1.04508,0.0,0.0,224.773,-54.4735,-45.865,40.8716,100001.0,3602.0,3537.0,4055.65,0.146,0.007,0.3446,0.0,0.0,0.0,0.0,0.0,0.0,308.578,299.703,317.994,7.76686,0.0,M1.5V,LADUMA,LADUMA
627399,5057481019340930560,2015.5,53.2727,0.0603195,-28.0743,0.0969016,3.18112,0.125479,25.3519,0.0394448,21.5911,0.156553,14.3467,0.229627,538.0,604.819,0.238851,1.13999,17.0,566.0,1337.95,1.15798,1155.42,17.8723,19.2554,16.6833,2.57211,1.38314,1.18896,0.0,0.0,224.06,-54.3398,-45.4864,41.1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.224,301.181,330.641,12.5096,3676.78,M1V,LADUMA,LADUMA
640746,5057490262110565632,2015.5,52.9564,0.00931211,-28.0476,0.0168409,3.17527,0.0210278,151.004,0.00662235,18.2354,0.0236947,-15.4669,0.0392318,681.0,441.402,0.0,1.54823e-15,19.0,730.0,46663.0,9.5427,4889.91,14.0159,14.5847,13.3203,1.26445,0.568799,0.695647,0.0,0.0,223.946,-54.6123,-45.3663,40.8213,100001.0,5055.0,4893.0,5106.0,0.1647,0.016,0.3491,0.582391,0.621593,0.570815,0.19953,0.203066,0.195994,314.958,312.521,317.433,2.08596,0.0,K2V,LADUMA,LADUMA
642468,5057474319191959040,2015.5,53.1708,0.0476706,-28.1716,0.0807316,3.17451,0.099757,31.8224,0.0314244,12.7697,0.124922,-26.015,0.185758,572.0,727.74,0.303717,2.73058,18.0,615.0,1875.28,1.28443,1460.01,17.5057,18.8623,16.3366,2.5257,1.3566,1.1691,0.0,0.0,224.203,-54.4426,-45.5474,41.0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.561,304.274,327.716,9.95415,3673.18,M1.5V,LADUMA,LADUMA
922381,5057504177804546944,2015.5,52.9292,0.0123138,-27.7993,0.0220059,3.05848,0.0287204,106.491,0.00939043,-7.8922,0.0357936,-42.5557,0.0567368,681.0,621.556,0.0,0.0,16.0,716.0,21931.7,4.37863,5008.8,14.8357,15.5558,14.0232,1.53252,0.720084,0.812437,0.0,0.0,223.515,-54.6001,-45.1247,40.9092,100001.0,4351.33,4257.22,4410.0,0.271,0.2189,0.4622,0.62658,0.654591,0.61002,0.126805,0.129726,0.123885,327.011,323.434,330.668,3.0716,0.0,K5.5V,LADUMA,LADUMA
985891,5057377660951712000,2015.5,53.0114,0.0482172,-28.3317,0.0783739,3.03364,0.100945,30.0523,0.0332753,18.1735,0.111207,-4.26857,0.161698,524.0,704.16,0.340653,3.79527,19.0,552.0,2189.99,1.38515,1581.05,17.3373,18.4821,16.2648,2.21726,1.14485,1.07241,0.0,0.0,224.443,-54.6038,-45.6499,40.7477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.28,317.795,343.787,11.0371,3753.5,M0.5V,LADUMA,LADUMA
